OrderId,Return_reason
OR-089360,Poor customer service
OR-030635,Damaged item
OR-100678,Poor customer service
OR-089582,Damaged item
OR-062017,Poor customer service
OR-054831,Damaged item
OR-026921,Poor customer service
OR-120276,Product no longer wanted
OR-088211,No longer needed
OR-046288,Damaged item
OR-054460,Item not as described
OR-094675,Poor customer service
OR-103782,Item not as described
OR-125061,Item not as described
OR-080945,Delayed delivery
OR-045641,Delayed delivery
OR-021173,No longer needed
OR-056842,Incorrect item shipped
OR-048114,Better price found elsewhere
OR-000994,Changed mind
OR-059881,Received wrong quantity
OR-124805,Delayed delivery
OR-053117,Changed mind
OR-036004,Better price found elsewhere
OR-011620,Better price found elsewhere
OR-113712,Incorrect item shipped
OR-095719,Received wrong quantity
OR-053521,Product no longer wanted
OR-024682,Better price found elsewhere
OR-126066,Received wrong quantity
OR-014837,Incorrect item shipped
OR-086072,Incorrect item shipped
OR-060409,Item not as described
OR-100704,Damaged item
OR-085366,Poor customer service
OR-000297,Incorrect item shipped
OR-065747,Product no longer wanted
OR-089411,Item not as described
OR-069496,Damaged item
OR-018033,Received wrong quantity
OR-038007,No longer needed
OR-037045,Incorrect item shipped
OR-075575,Changed mind
OR-124738,Product no longer wanted
OR-094994,Better price found elsewhere
OR-027998,Better price found elsewhere
OR-104352,Better price found elsewhere
OR-032603,Product no longer wanted
OR-035695,Poor customer service
OR-004933,Poor customer service
OR-045372,Damaged item
OR-032700,Changed mind
OR-013703,Product no longer wanted
OR-012631,Received wrong quantity
OR-036386,Incorrect item shipped
OR-100845,Product no longer wanted
OR-074139,Product no longer wanted
OR-089638,Received wrong quantity
OR-108785,Product no longer wanted
OR-054754,Poor customer service
OR-118784,Received wrong quantity
OR-045354,Damaged item
OR-092853,Changed mind
OR-122721,Changed mind
OR-071927,Poor customer service
OR-124806,Received wrong quantity
OR-008185,Damaged item
OR-071084,Item not as described
OR-073733,Product no longer wanted
OR-015298,Poor customer service
OR-047662,Item not as described
OR-014514,No longer needed
OR-041508,Incorrect item shipped
OR-040451,Changed mind
OR-019573,Damaged item
OR-060409,Poor customer service
OR-053439,Damaged item
OR-123444,Incorrect item shipped
OR-124625,Better price found elsewhere
OR-109600,Poor customer service
OR-036349,Received wrong quantity
OR-039852,Changed mind
OR-091934,Poor customer service
OR-062256,Product no longer wanted
OR-010731,Received wrong quantity
OR-004743,Poor customer service
OR-096848,Better price found elsewhere
OR-081102,Product no longer wanted
OR-002566,Item not as described
OR-049855,Poor customer service
OR-015832,Delayed delivery
OR-065937,Better price found elsewhere
OR-096633,No longer needed
OR-090119,Changed mind
OR-002760,Changed mind
OR-124816,Product no longer wanted
OR-072984,Received wrong quantity
OR-014536,Better price found elsewhere
OR-016237,No longer needed
OR-036963,Delayed delivery
OR-001300,Changed mind
OR-057317,Product no longer wanted
OR-114758,Better price found elsewhere
OR-083573,Incorrect item shipped
OR-050278,Better price found elsewhere
OR-056644,Incorrect item shipped
OR-091248,Changed mind
OR-081925,Item not as described
OR-044963,Product no longer wanted
OR-066147,Poor customer service
OR-072522,Item not as described
OR-018376,Incorrect item shipped
OR-009410,Damaged item
OR-047556,Incorrect item shipped
OR-107797,Better price found elsewhere
OR-106775,Damaged item
OR-034432,Poor customer service
OR-071626,Received wrong quantity
OR-106477,Damaged item
OR-092617,Delayed delivery
OR-060881,Damaged item
OR-099236,No longer needed
OR-118180,Better price found elsewhere
OR-092627,No longer needed
OR-023292,Poor customer service
OR-026832,Damaged item
OR-046221,Poor customer service
OR-100400,Changed mind
OR-007609,Changed mind
OR-040044,No longer needed
OR-095791,Item not as described
OR-070212,Product no longer wanted
OR-035303,Delayed delivery
OR-026561,No longer needed
OR-027909,No longer needed
OR-000721,No longer needed
OR-053062,Incorrect item shipped
OR-069991,Poor customer service
OR-072882,Received wrong quantity
OR-049661,Better price found elsewhere
OR-012034,Delayed delivery
OR-107039,Item not as described
OR-123846,No longer needed
OR-074199,Delayed delivery
OR-073088,Damaged item
OR-085823,Item not as described
OR-088550,No longer needed
OR-020006,Changed mind
OR-027082,No longer needed
OR-125367,Delayed delivery
OR-004343,No longer needed
OR-050085,Received wrong quantity
OR-070556,Changed mind
OR-120418,No longer needed
OR-040225,Item not as described
OR-032219,Changed mind
OR-023467,No longer needed
OR-083566,Changed mind
OR-071601,Received wrong quantity
OR-030062,Product no longer wanted
OR-070973,Changed mind
OR-049615,Changed mind
OR-095452,Changed mind
OR-032624,Damaged item
OR-084760,Item not as described
OR-123043,No longer needed
OR-039042,Item not as described
OR-125360,Received wrong quantity
OR-068993,Incorrect item shipped
OR-066003,Poor customer service
OR-002607,Poor customer service
OR-033807,Poor customer service
OR-112945,Incorrect item shipped
OR-029713,Changed mind
OR-044074,Incorrect item shipped
OR-036765,Item not as described
OR-052796,Damaged item
OR-020990,Damaged item
OR-003946,Changed mind
OR-034996,Delayed delivery
OR-102161,Damaged item
OR-103037,No longer needed
OR-031436,Received wrong quantity
OR-087744,No longer needed
OR-098671,Received wrong quantity
OR-106404,Item not as described
OR-017769,Incorrect item shipped
OR-028470,Received wrong quantity
OR-096568,Damaged item
OR-111323,Delayed delivery
OR-003331,Delayed delivery
OR-112830,Item not as described
OR-037962,Item not as described
OR-000633,Delayed delivery
OR-066905,No longer needed
OR-086071,Received wrong quantity
OR-035529,Item not as described
OR-024846,Incorrect item shipped
OR-098362,Incorrect item shipped
OR-037890,Product no longer wanted
OR-019437,Received wrong quantity
OR-009453,Item not as described
OR-066650,Product no longer wanted
OR-039946,Changed mind
OR-121271,Incorrect item shipped
OR-122041,Item not as described
OR-004256,Changed mind
OR-043001,Delayed delivery
OR-078878,Damaged item
OR-079657,Damaged item
OR-090355,Changed mind
OR-061860,Changed mind
OR-021295,Product no longer wanted
OR-078227,Changed mind
OR-085430,Damaged item
OR-125126,Delayed delivery
OR-038380,Poor customer service
OR-031996,Poor customer service
OR-072673,Product no longer wanted
OR-109666,Item not as described
OR-036844,Received wrong quantity
OR-024264,Incorrect item shipped
OR-030325,Received wrong quantity
OR-064008,Incorrect item shipped
OR-013374,Incorrect item shipped
OR-100300,Received wrong quantity
OR-051829,Changed mind
OR-049748,Poor customer service
OR-020935,Item not as described
OR-112377,Received wrong quantity
OR-022228,Delayed delivery
OR-111317,Damaged item
OR-097049,Damaged item
OR-010738,Changed mind
OR-053791,Product no longer wanted
OR-097378,Item not as described
OR-081408,Received wrong quantity
OR-067927,Received wrong quantity
OR-020866,Incorrect item shipped
OR-003046,Incorrect item shipped
OR-005632,Damaged item
OR-048321,Damaged item
OR-021414,Changed mind
OR-042050,Incorrect item shipped
OR-042735,Delayed delivery
OR-007508,Better price found elsewhere
OR-048120,No longer needed
OR-016893,Received wrong quantity
OR-020339,No longer needed
OR-001573,Received wrong quantity
OR-093007,Poor customer service
OR-089441,Better price found elsewhere
OR-027003,Received wrong quantity
OR-064946,Incorrect item shipped
OR-050285,Changed mind
OR-074082,Changed mind
OR-119517,Received wrong quantity
OR-118773,Damaged item
OR-089954,Changed mind
OR-103152,Damaged item
OR-113193,Changed mind
OR-037629,No longer needed
OR-074784,Damaged item
OR-022587,Received wrong quantity
OR-119922,Poor customer service
OR-109905,Changed mind
OR-031920,Product no longer wanted
OR-063256,No longer needed
OR-075089,Delayed delivery
OR-009129,Item not as described
OR-014678,Incorrect item shipped
OR-051228,Poor customer service
OR-080097,Received wrong quantity
OR-114587,Incorrect item shipped
OR-024743,Delayed delivery
OR-076448,Incorrect item shipped
OR-060745,Incorrect item shipped
OR-071416,Better price found elsewhere
OR-038730,Product no longer wanted
OR-019489,Product no longer wanted
OR-093264,Better price found elsewhere
OR-062966,Poor customer service
OR-081397,Better price found elsewhere
OR-113310,Poor customer service
OR-118640,No longer needed
OR-084144,Incorrect item shipped
OR-014233,Delayed delivery
OR-013004,Item not as described
OR-042357,Delayed delivery
OR-022820,Received wrong quantity
OR-005177,Received wrong quantity
OR-065013,Poor customer service
OR-065007,Incorrect item shipped
OR-028456,Received wrong quantity
OR-094319,No longer needed
OR-124360,Better price found elsewhere
OR-065679,No longer needed
OR-113883,Delayed delivery
OR-097124,Delayed delivery
OR-085920,Product no longer wanted
OR-039008,Delayed delivery
OR-123518,Better price found elsewhere
OR-113113,Damaged item
OR-014111,Poor customer service
OR-041126,Poor customer service
OR-105516,Item not as described
OR-103710,Damaged item
OR-039749,Delayed delivery
OR-037119,Item not as described
OR-085697,Incorrect item shipped
OR-017743,Better price found elsewhere
OR-036799,Item not as described
OR-005519,Received wrong quantity
OR-005977,Changed mind
OR-011128,No longer needed
OR-063944,Damaged item
OR-058307,Item not as described
OR-067421,Item not as described
OR-098221,Poor customer service
OR-116074,Poor customer service
OR-001981,Changed mind
OR-042021,No longer needed
OR-027506,Delayed delivery
OR-035184,No longer needed
OR-023730,Product no longer wanted
OR-014096,Changed mind
OR-042919,Incorrect item shipped
OR-039738,Item not as described
OR-000313,Delayed delivery
OR-125615,Incorrect item shipped
OR-010967,Item not as described
OR-061785,Damaged item
OR-099648,Incorrect item shipped
OR-111155,Poor customer service
OR-023647,Delayed delivery
OR-046990,No longer needed
OR-042603,Received wrong quantity
OR-048571,No longer needed
OR-012317,No longer needed
OR-083572,Incorrect item shipped
OR-021249,No longer needed
OR-014054,No longer needed
OR-105107,Item not as described
OR-068236,Damaged item
OR-049155,Changed mind
OR-038737,Received wrong quantity
OR-012175,Changed mind
OR-034111,Damaged item
OR-053968,Damaged item
OR-034203,Received wrong quantity
OR-066273,Poor customer service
OR-119853,Product no longer wanted
OR-087584,Incorrect item shipped
OR-092973,Product no longer wanted
OR-051268,Incorrect item shipped
OR-114806,Changed mind
OR-039599,Damaged item
OR-091595,Damaged item
OR-112452,Item not as described
OR-103855,Changed mind
OR-090263,Product no longer wanted
OR-058269,Damaged item
OR-123151,Better price found elsewhere
OR-106131,Item not as described
OR-039929,Poor customer service
OR-097729,Delayed delivery
OR-060740,Delayed delivery
OR-030922,Incorrect item shipped
OR-095722,Delayed delivery
OR-106975,Changed mind
OR-012630,No longer needed
OR-045605,Poor customer service
OR-064831,Poor customer service
OR-095272,Poor customer service
OR-075585,Incorrect item shipped
OR-122789,Incorrect item shipped
OR-079833,Better price found elsewhere
OR-005991,Better price found elsewhere
OR-086069,Changed mind
OR-015018,Product no longer wanted
OR-107746,Delayed delivery
OR-050208,Item not as described
OR-054134,Received wrong quantity
OR-114292,Damaged item
OR-008498,Poor customer service
OR-049879,Damaged item
OR-115471,Poor customer service
OR-084745,Changed mind
OR-090670,Received wrong quantity
OR-098510,Incorrect item shipped
OR-105748,Received wrong quantity
OR-099999,Better price found elsewhere
OR-116926,Changed mind
OR-090980,Received wrong quantity
OR-009909,Product no longer wanted
OR-018157,Product no longer wanted
OR-125614,Damaged item
OR-086528,Received wrong quantity
OR-042343,Better price found elsewhere
OR-006776,Delayed delivery
OR-066058,Incorrect item shipped
OR-080543,Poor customer service
OR-025356,Delayed delivery
OR-028386,Better price found elsewhere
OR-093822,Poor customer service
OR-005559,Received wrong quantity
OR-052849,Product no longer wanted
OR-091829,Incorrect item shipped
OR-007842,Delayed delivery
OR-120377,No longer needed
OR-066602,Better price found elsewhere
OR-053268,Better price found elsewhere
OR-106075,Delayed delivery
OR-003839,Changed mind
OR-042364,Poor customer service
OR-019324,Damaged item
OR-069466,Changed mind
OR-087758,Changed mind
OR-007219,Incorrect item shipped
OR-008060,Item not as described
OR-007746,Damaged item
OR-041007,Changed mind
OR-026317,Changed mind
OR-027028,Damaged item
OR-022322,Received wrong quantity
OR-076912,Incorrect item shipped
OR-025641,Poor customer service
OR-000057,Received wrong quantity
OR-062974,Incorrect item shipped
OR-111018,Better price found elsewhere
OR-092611,Damaged item
OR-049437,Damaged item
OR-071049,Delayed delivery
OR-045026,Damaged item
OR-068409,Received wrong quantity
OR-117992,Received wrong quantity
OR-041800,Better price found elsewhere
OR-075385,Delayed delivery
OR-102185,Better price found elsewhere
OR-107155,Received wrong quantity
OR-102875,Item not as described
OR-077607,No longer needed
OR-123495,Product no longer wanted
OR-062226,Product no longer wanted
OR-089759,Damaged item
OR-008290,Delayed delivery
OR-003666,No longer needed
OR-111394,Changed mind
OR-124852,Incorrect item shipped
OR-095896,Incorrect item shipped
OR-036116,No longer needed
OR-088612,Product no longer wanted
OR-093233,Product no longer wanted
OR-110305,Delayed delivery
OR-013867,Received wrong quantity
OR-114962,Incorrect item shipped
OR-103395,Better price found elsewhere
OR-049733,Better price found elsewhere
OR-052834,Received wrong quantity
OR-039507,No longer needed
OR-082425,Changed mind
OR-055801,Delayed delivery
OR-031692,Better price found elsewhere
OR-030923,Poor customer service
OR-108279,Received wrong quantity
OR-033376,Damaged item
OR-044768,Delayed delivery
OR-006959,Product no longer wanted
OR-043270,Damaged item
OR-121131,Incorrect item shipped
OR-085105,Received wrong quantity
OR-036995,Changed mind
OR-011052,Item not as described
OR-044190,Poor customer service
OR-125644,Product no longer wanted
OR-024491,Damaged item
OR-066557,Damaged item
OR-113257,Changed mind
OR-022363,Product no longer wanted
OR-108396,Received wrong quantity
OR-032820,Delayed delivery
OR-060238,Product no longer wanted
OR-126111,Changed mind
OR-104838,Damaged item
OR-045708,Damaged item
OR-099764,Poor customer service
OR-105498,Poor customer service
OR-074487,Received wrong quantity
OR-024275,Better price found elsewhere
OR-095772,Product no longer wanted
OR-110056,Changed mind
OR-001703,Changed mind
OR-102092,Delayed delivery
OR-019819,Delayed delivery
OR-103846,Damaged item
OR-092636,Better price found elsewhere
OR-059584,Incorrect item shipped
OR-025616,Poor customer service
OR-074178,Poor customer service
OR-034321,Damaged item
OR-117620,Incorrect item shipped
OR-125112,No longer needed
OR-075474,Product no longer wanted
OR-009101,Changed mind
OR-046552,Incorrect item shipped
OR-100568,Damaged item
OR-124012,Incorrect item shipped
OR-110229,Delayed delivery
OR-111678,Item not as described
OR-067833,No longer needed
OR-100858,Received wrong quantity
OR-021817,Incorrect item shipped
OR-013932,Product no longer wanted
OR-095124,Delayed delivery
OR-051077,Better price found elsewhere
OR-047983,Item not as described
OR-011836,Damaged item
OR-012125,No longer needed
OR-108408,Delayed delivery
OR-070003,Delayed delivery
OR-092706,No longer needed
OR-108938,Poor customer service
OR-104655,Received wrong quantity
OR-031775,Received wrong quantity
OR-014628,Poor customer service
OR-053195,Item not as described
OR-078031,Incorrect item shipped
OR-020288,Delayed delivery
OR-055732,No longer needed
OR-108706,Poor customer service
OR-053837,Damaged item
OR-043867,Better price found elsewhere
OR-056366,Item not as described
OR-102547,Better price found elsewhere
OR-109974,No longer needed
OR-044865,Better price found elsewhere
OR-046322,Item not as described
OR-095444,No longer needed
OR-047238,Delayed delivery
OR-061332,Incorrect item shipped
OR-051298,Received wrong quantity
OR-022919,Delayed delivery
OR-030480,Changed mind
OR-057818,No longer needed
OR-099369,Incorrect item shipped
OR-071004,Item not as described
OR-046646,Received wrong quantity
OR-116903,Poor customer service
OR-064152,Delayed delivery
OR-085368,Item not as described
OR-109755,Received wrong quantity
OR-046989,Changed mind
OR-015039,Received wrong quantity
OR-051204,Poor customer service
OR-017438,Better price found elsewhere
OR-096920,Poor customer service
OR-042899,No longer needed
OR-056629,Damaged item
OR-038888,Item not as described
OR-118057,Product no longer wanted
OR-072070,Changed mind
OR-055322,Better price found elsewhere
OR-030427,Better price found elsewhere
OR-049738,Incorrect item shipped
OR-088957,Product no longer wanted
OR-107952,Changed mind
OR-115025,Incorrect item shipped
OR-034839,Incorrect item shipped
OR-077061,Item not as described
OR-115809,Poor customer service
OR-047894,Item not as described
OR-019320,Better price found elsewhere
OR-020431,Damaged item
OR-011316,Changed mind
OR-084677,Changed mind
OR-010358,Item not as described
OR-082073,Incorrect item shipped
OR-029989,Damaged item
OR-071888,No longer needed
OR-014953,No longer needed
OR-080392,Incorrect item shipped
OR-021062,Item not as described
OR-038444,Product no longer wanted
OR-051876,Better price found elsewhere
OR-068702,Received wrong quantity
OR-093168,Item not as described
OR-085281,Better price found elsewhere
OR-018804,Changed mind
OR-036675,Damaged item
OR-122977,Received wrong quantity
OR-035335,Changed mind
OR-077922,Changed mind
OR-072486,Better price found elsewhere
OR-058528,Better price found elsewhere
OR-037435,Poor customer service
OR-105250,Poor customer service
OR-078442,Changed mind
OR-125359,No longer needed
OR-083996,Changed mind
OR-003721,Delayed delivery
OR-087291,Delayed delivery
OR-066923,Poor customer service
OR-125780,No longer needed
OR-014798,Changed mind
OR-116613,Changed mind
OR-045728,Changed mind
OR-118931,Changed mind
OR-034126,Received wrong quantity
OR-077530,Item not as described
OR-021927,Received wrong quantity
OR-000269,No longer needed
OR-075276,Changed mind
OR-011725,Delayed delivery
OR-113136,Incorrect item shipped
OR-029099,Received wrong quantity
OR-099799,Item not as described
OR-043732,Poor customer service
OR-107964,Received wrong quantity
OR-082172,Received wrong quantity
OR-111699,Poor customer service
OR-097194,Damaged item
OR-043419,Received wrong quantity
OR-077070,No longer needed
OR-053433,No longer needed
OR-072386,Received wrong quantity
OR-029883,Changed mind
OR-124168,Incorrect item shipped
OR-008877,Better price found elsewhere
OR-060315,Poor customer service
OR-048816,No longer needed
OR-066927,Delayed delivery
OR-005046,Poor customer service
OR-098373,Damaged item
OR-036401,Product no longer wanted
OR-007310,Product no longer wanted
OR-067313,Changed mind
OR-095302,Damaged item
OR-065920,Received wrong quantity
OR-038256,Poor customer service
OR-095467,Damaged item
OR-088115,Product no longer wanted
OR-020989,Incorrect item shipped
OR-009509,Product no longer wanted
OR-062019,Item not as described
OR-069399,Changed mind
OR-013516,Damaged item
OR-077431,Item not as described
OR-046734,Incorrect item shipped
OR-088549,Item not as described
OR-009977,Delayed delivery
OR-008478,Better price found elsewhere
OR-024763,Received wrong quantity
OR-031188,Damaged item
OR-087661,Changed mind
OR-032447,Poor customer service
OR-055256,Incorrect item shipped
OR-101837,Delayed delivery
OR-116132,Poor customer service
OR-063242,Item not as described
OR-099888,Delayed delivery
OR-028600,Damaged item
OR-058661,Better price found elsewhere
OR-070891,Product no longer wanted
OR-071005,Incorrect item shipped
OR-021006,Product no longer wanted
OR-015065,Received wrong quantity
OR-110520,No longer needed
OR-025119,Product no longer wanted
OR-105669,Incorrect item shipped
OR-114221,Changed mind
OR-115993,Poor customer service
OR-023621,No longer needed
OR-042428,No longer needed
OR-055930,Product no longer wanted
OR-006542,Received wrong quantity
OR-083258,Better price found elsewhere
OR-018882,Delayed delivery
OR-117399,Damaged item
OR-088351,Poor customer service
OR-116980,No longer needed
OR-031228,No longer needed
OR-096058,Incorrect item shipped
OR-013635,No longer needed
OR-043728,Better price found elsewhere
OR-088777,Item not as described
OR-119648,Damaged item
OR-005650,Item not as described
OR-047762,Better price found elsewhere
OR-093043,Item not as described
OR-062994,Product no longer wanted
OR-117441,Damaged item
OR-045421,Changed mind
OR-097778,Damaged item
OR-097626,Poor customer service
OR-047209,Item not as described
OR-112953,Received wrong quantity
OR-055812,Damaged item
OR-039097,Received wrong quantity
OR-069227,Received wrong quantity
OR-037069,Received wrong quantity
OR-095813,Received wrong quantity
OR-035598,Changed mind
OR-040748,Damaged item
OR-019487,Item not as described
OR-031023,Changed mind
OR-084842,Item not as described
OR-012834,No longer needed
OR-090716,Better price found elsewhere
OR-125168,Received wrong quantity
OR-087524,Damaged item
OR-111635,Received wrong quantity
OR-094458,Incorrect item shipped
OR-066775,No longer needed
OR-113766,Delayed delivery
OR-047103,Product no longer wanted
OR-055794,No longer needed
OR-115407,Delayed delivery
OR-091468,No longer needed
OR-040167,Received wrong quantity
OR-010310,Product no longer wanted
OR-013923,Changed mind
OR-029293,No longer needed
OR-018096,Delayed delivery
OR-031496,Changed mind
OR-088451,Better price found elsewhere
OR-030532,Damaged item
OR-046242,Poor customer service
OR-050494,Item not as described
OR-106357,No longer needed
OR-089049,Received wrong quantity
OR-066096,Delayed delivery
OR-102413,No longer needed
OR-108007,Changed mind
OR-082576,Delayed delivery
OR-074884,Incorrect item shipped
OR-039388,Incorrect item shipped
OR-117393,Item not as described
OR-114704,Delayed delivery
OR-109042,Incorrect item shipped
OR-014388,Damaged item
OR-060177,Poor customer service
OR-075166,Incorrect item shipped
OR-098272,Poor customer service
OR-055437,Better price found elsewhere
OR-076452,Better price found elsewhere
OR-046944,Better price found elsewhere
OR-093830,Changed mind
OR-074526,Better price found elsewhere
OR-088106,Incorrect item shipped
OR-067003,No longer needed
OR-108300,Incorrect item shipped
OR-098158,Damaged item
OR-121248,Better price found elsewhere
OR-111130,Received wrong quantity
OR-115584,Changed mind
OR-079462,Received wrong quantity
OR-046372,Product no longer wanted
OR-103266,Damaged item
OR-009227,Item not as described
OR-083618,Item not as described
OR-039245,Received wrong quantity
OR-023580,Delayed delivery
OR-043524,Received wrong quantity
OR-022740,Better price found elsewhere
OR-094361,Item not as described
OR-031018,Incorrect item shipped
OR-008548,Damaged item
OR-079545,Changed mind
OR-021883,Delayed delivery
OR-043199,Incorrect item shipped
OR-022714,Incorrect item shipped
OR-081328,No longer needed
OR-060952,No longer needed
OR-028603,Received wrong quantity
OR-028356,Product no longer wanted
OR-047271,Product no longer wanted
OR-049508,Changed mind
OR-002995,Poor customer service
OR-115095,Poor customer service
OR-049265,Item not as described
OR-099564,Damaged item
OR-016941,Product no longer wanted
OR-122031,Changed mind
OR-077733,Item not as described
OR-030584,Delayed delivery
OR-088623,Incorrect item shipped
OR-105337,Poor customer service
OR-068922,No longer needed
OR-119301,Product no longer wanted
OR-067023,Product no longer wanted
OR-022092,Changed mind
OR-000937,Item not as described
OR-123441,Product no longer wanted
OR-115318,Product no longer wanted
OR-110871,Delayed delivery
OR-102625,Better price found elsewhere
OR-015433,Changed mind
OR-050375,Received wrong quantity
OR-078332,No longer needed
OR-016998,Incorrect item shipped
OR-077466,No longer needed
OR-031388,Received wrong quantity
OR-116324,No longer needed
OR-073032,Better price found elsewhere
OR-054580,No longer needed
OR-092907,Changed mind
OR-069252,Delayed delivery
OR-034953,Item not as described
OR-016300,Product no longer wanted
OR-103844,Poor customer service
OR-119402,Product no longer wanted
OR-065662,Delayed delivery
OR-062792,Received wrong quantity
OR-000261,No longer needed
OR-036369,Received wrong quantity
OR-035352,No longer needed
OR-117301,Delayed delivery
OR-037882,Received wrong quantity
OR-002720,Item not as described
OR-082824,Received wrong quantity
OR-085103,Received wrong quantity
OR-031641,Incorrect item shipped
OR-038868,Incorrect item shipped
OR-068430,No longer needed
OR-046386,Delayed delivery
OR-010786,Incorrect item shipped
OR-043188,Poor customer service
OR-047050,Product no longer wanted
OR-100357,Better price found elsewhere
OR-083574,Incorrect item shipped
OR-116718,Received wrong quantity
OR-006006,Product no longer wanted
OR-121125,Product no longer wanted
OR-056819,No longer needed
OR-083135,Received wrong quantity
OR-032856,Item not as described
OR-039815,Item not as described
OR-084415,Product no longer wanted
OR-023585,Item not as described
OR-014823,Delayed delivery
OR-067631,Item not as described
OR-079951,Item not as described
OR-102244,Poor customer service
OR-103397,Poor customer service
OR-038972,Poor customer service
OR-027813,Changed mind
OR-118370,Item not as described
OR-001731,No longer needed
OR-098147,Product no longer wanted
OR-040135,Delayed delivery
OR-103549,Item not as described
OR-026908,Incorrect item shipped
OR-120361,Received wrong quantity
OR-065355,Damaged item
OR-079294,Incorrect item shipped
OR-101538,Changed mind
OR-062091,Item not as described
OR-096226,No longer needed
OR-095817,Product no longer wanted
OR-025546,No longer needed
OR-066975,Poor customer service
OR-011078,Incorrect item shipped
OR-061211,Poor customer service
OR-024978,Better price found elsewhere
OR-061094,Changed mind
OR-043718,Delayed delivery
OR-006253,Delayed delivery
OR-057417,Item not as described
OR-089498,Item not as described
OR-106023,Product no longer wanted
OR-047640,Poor customer service
OR-048544,No longer needed
OR-012368,No longer needed
OR-039060,Changed mind
OR-011788,Item not as described
OR-064639,Item not as described
OR-122716,Changed mind
OR-044309,Item not as described
OR-050681,Better price found elsewhere
OR-045342,Product no longer wanted
OR-009818,Damaged item
OR-003296,Delayed delivery
OR-117688,Delayed delivery
OR-058495,Incorrect item shipped
OR-041382,Delayed delivery
OR-076411,Product no longer wanted
OR-026359,Incorrect item shipped
OR-106717,Received wrong quantity
OR-106091,Poor customer service
OR-079612,Product no longer wanted
OR-123760,Delayed delivery
OR-089526,No longer needed
OR-048304,Item not as described
OR-113085,Incorrect item shipped
OR-075900,Better price found elsewhere
OR-057786,Poor customer service
OR-105440,Poor customer service
OR-119296,Item not as described
OR-028072,Delayed delivery
OR-056313,Better price found elsewhere
OR-035190,Item not as described
OR-071818,Item not as described
OR-122105,Changed mind
OR-003684,Delayed delivery
OR-045219,Changed mind
OR-076693,Incorrect item shipped
OR-000978,Better price found elsewhere
OR-118681,Product no longer wanted
OR-040481,Item not as described
OR-018890,Incorrect item shipped
OR-083055,Item not as described
OR-062382,Poor customer service
OR-109420,Poor customer service
OR-045183,Better price found elsewhere
OR-023444,Received wrong quantity
OR-094863,Received wrong quantity
OR-073995,Incorrect item shipped
OR-108863,Better price found elsewhere
OR-049113,Changed mind
OR-074544,Incorrect item shipped
OR-111368,Product no longer wanted
OR-122210,No longer needed
OR-062659,Incorrect item shipped
OR-061186,Delayed delivery
OR-081269,Poor customer service
OR-037658,Changed mind
OR-029065,Damaged item
OR-079298,Received wrong quantity
OR-049512,Better price found elsewhere
OR-008009,Damaged item
OR-098436,Poor customer service
OR-054991,Received wrong quantity
OR-042072,No longer needed
OR-013386,Product no longer wanted
OR-039373,No longer needed
OR-095842,No longer needed
OR-098446,Changed mind
OR-118275,Received wrong quantity
OR-068812,Better price found elsewhere
OR-085244,Changed mind
OR-063628,Item not as described
OR-089147,Better price found elsewhere
OR-019111,No longer needed
OR-102445,Poor customer service
OR-120735,Delayed delivery
OR-049515,Changed mind
OR-043796,Product no longer wanted
OR-005754,Damaged item
OR-126084,Received wrong quantity
OR-086327,No longer needed
OR-069408,Poor customer service
OR-112365,Changed mind
OR-068807,Received wrong quantity
OR-092107,Damaged item
OR-098567,Poor customer service
OR-037227,Incorrect item shipped
OR-121836,Item not as described
OR-029876,Product no longer wanted
OR-102724,Damaged item
OR-076668,Product no longer wanted
OR-088632,Delayed delivery
OR-068369,Better price found elsewhere
OR-069273,Better price found elsewhere
OR-120824,Poor customer service
OR-089962,Changed mind
OR-074179,Changed mind
OR-054452,Item not as described
OR-112026,Changed mind
OR-096968,Item not as described
OR-019344,Product no longer wanted
OR-083287,Item not as described
OR-002693,Product no longer wanted
OR-059738,Delayed delivery
OR-006652,Changed mind
OR-016451,Item not as described
OR-115013,Poor customer service
OR-075836,Delayed delivery
OR-097942,Item not as described
OR-112298,No longer needed
OR-020795,Better price found elsewhere
OR-093716,Product no longer wanted
OR-045518,Item not as described
OR-062838,Poor customer service
OR-013248,Poor customer service
OR-107226,Changed mind
OR-091245,Better price found elsewhere
OR-039875,Damaged item
OR-081395,No longer needed
OR-033719,Changed mind
OR-117616,Poor customer service
OR-072486,Poor customer service
OR-087568,Delayed delivery
OR-053188,Damaged item
OR-036848,Better price found elsewhere
OR-006422,Delayed delivery
OR-007526,Incorrect item shipped
OR-103189,Item not as described
OR-038867,Damaged item
OR-025208,Changed mind
OR-115404,Incorrect item shipped
OR-108699,Delayed delivery
OR-008253,Delayed delivery
OR-098310,Item not as described
OR-001912,No longer needed
OR-063150,Poor customer service
OR-051378,Product no longer wanted
OR-057929,Better price found elsewhere
OR-081997,Better price found elsewhere
OR-100985,Incorrect item shipped
OR-032678,No longer needed
OR-040358,Damaged item
OR-063979,Delayed delivery
OR-071524,No longer needed
OR-001472,No longer needed
OR-052453,Poor customer service
OR-053912,Received wrong quantity
OR-039120,Item not as described
OR-094482,Received wrong quantity
OR-037447,Poor customer service
OR-095051,Better price found elsewhere
OR-071819,Product no longer wanted
OR-088226,Product no longer wanted
OR-125484,No longer needed
OR-065481,Better price found elsewhere
OR-038060,Changed mind
