orderid,customerid,orderdate,shippingdate,expecteddeliverydate,actualdeliverydate,shippingtierid,supplierid,orderchannel
OR-73106,CUST-06200,14-08-2013 03:16,14-08-2013 03:23,14-08-2013 03:36,14-08-2013 03:44,SHP-004,SUP-04,Retail PoS
OR-73112,CUST-19315,07-11-2021 07:06,07-11-2021 07:12,07-11-2021 07:31,07-11-2021 07:28,SHP-004,SUP-08,Retail PoS
OR-73123,CUST-06028,27-03-2019 03:10,30-03-2019 15:05,03-04-2019 08:37,02-04-2019 09:09,SHP-001,SUP-07,Online
OR-73127,CUST-04801,05-05-2024 00:13,05-05-2024 00:18,05-05-2024 00:38,05-05-2024 00:28,SHP-004,SUP-07,Retail PoS
OR-73156,CUST-02598,13-12-2007 18:06,21-12-2007 11:05,25-12-2007 08:38,24-12-2007 10:03,SHP-001,SUP-09,Online
OR-73159,CUST-17147,01-08-2022 01:08,09-08-2022 18:36,16-08-2022 20:48,24-08-2022 11:32,SHP-002,SUP-08,Online
OR-73165,CUST-04022,25-05-2022 04:39,30-05-2022 19:37,04-06-2022 15:37,03-06-2022 07:35,SHP-005,SUP-07,Retail PoS
OR-73176,CUST-11489,28-05-2019 13:59,07-06-2019 04:14,13-06-2019 20:34,27-06-2019 19:11,SHP-001,SUP-04,Online
OR-73180,CUST-11285,17-11-2013 17:54,20-11-2013 18:03,23-11-2013 06:37,22-11-2013 13:26,SHP-003,SUP-08,Online
OR-73181,CUST-14856,09-04-2017 01:59,15-04-2017 04:22,24-04-2017 09:08,22-04-2017 09:01,SHP-005,SUP-06,Retail PoS
OR-73191,CUST-11296,07-02-2023 20:25,14-02-2023 20:57,04-03-2023 22:57,13-03-2023 06:56,SHP-001,SUP-09,Online
OR-73194,CUST-05607,28-04-2024 03:52,07-05-2024 09:31,08-05-2024 17:12,08-05-2024 05:50,SHP-002,SUP-08,Online
OR-73208,CUST-18425,24-07-2013 20:07,04-08-2013 03:17,14-08-2013 00:30,22-08-2013 22:09,SHP-001,SUP-07,Online
OR-73209,CUST-15948,22-08-2022 18:28,26-08-2022 08:51,27-08-2022 01:13,02-09-2022 19:16,SHP-005,SUP-02,Retail PoS
OR-73210,CUST-04196,20-01-2024 05:05,20-01-2024 05:13,20-01-2024 05:26,20-01-2024 05:25,SHP-004,SUP-05,Retail PoS
OR-73211,CUST-12221,12-03-2014 02:54,20-03-2014 08:29,24-03-2014 21:51,23-03-2014 08:47,SHP-001,SUP-04,Online
OR-73220,CUST-13547,13-06-2024 05:30,19-06-2024 12:50,25-06-2024 20:39,24-07-2024 10:22,SHP-001,SUP-04,Online
OR-73242,CUST-11240,27-11-2022 04:44,03-12-2022 20:48,17-12-2022 18:28,10-12-2022 03:38,SHP-001,SUP-07,Online
OR-73250,CUST-01590,28-08-2019 07:49,03-09-2019 14:03,22-09-2019 18:44,05-09-2019 05:46,SHP-002,SUP-09,Online
OR-73257,CUST-02080,01-03-2020 00:33,01-03-2020 00:40,01-03-2020 00:53,01-03-2020 00:53,SHP-004,SUP-10,Retail PoS
OR-73264,CUST-07634,12-01-2005 07:13,14-01-2005 16:26,15-01-2005 11:18,15-01-2005 03:27,SHP-002,SUP-04,Online
OR-73267,CUST-07737,11-11-2023 19:32,19-11-2023 23:09,10-12-2023 22:44,04-12-2023 15:33,SHP-002,SUP-05,Online
OR-73277,CUST-07388,15-12-2020 08:08,23-12-2020 08:34,12-01-2021 03:01,28-12-2020 21:30,SHP-002,SUP-01,Online
OR-73285,CUST-01107,15-07-2019 00:36,23-07-2019 10:27,27-07-2019 14:43,27-07-2019 02:26,SHP-003,SUP-07,Online
OR-73323,CUST-10688,04-02-2024 08:27,06-02-2024 14:10,12-02-2024 12:15,10-02-2024 06:18,SHP-003,SUP-05,Online
OR-73329,CUST-07251,30-03-2024 15:06,30-03-2024 15:16,30-03-2024 15:30,30-03-2024 15:24,SHP-004,SUP-09,Retail PoS
OR-73334,CUST-03009,19-05-2006 19:53,19-05-2006 20:01,19-05-2006 20:17,19-05-2006 20:10,SHP-004,SUP-08,Retail PoS
OR-73335,CUST-02818,27-10-2014 02:10,01-11-2014 06:29,10-11-2014 18:48,09-11-2014 22:51,SHP-003,SUP-02,Online
OR-73342,CUST-14784,23-01-2022 04:50,24-01-2022 06:10,11-02-2022 13:45,26-02-2022 16:20,SHP-001,SUP-01,Online
OR-73353,CUST-06818,10-02-2024 18:32,10-02-2024 18:42,10-02-2024 18:58,10-02-2024 19:01,SHP-004,SUP-07,Retail PoS
OR-73357,CUST-07654,09-04-2019 04:41,12-04-2019 23:24,28-04-2019 23:11,23-04-2019 20:12,SHP-002,SUP-01,Online
OR-73370,CUST-07517,02-02-2024 03:54,02-02-2024 04:03,02-02-2024 04:18,02-02-2024 04:18,SHP-004,SUP-08,Retail PoS
OR-73391,CUST-03734,07-02-2017 19:38,17-02-2017 21:15,01-03-2017 18:09,28-02-2017 01:01,SHP-002,SUP-02,Online
OR-73397,CUST-09080,28-07-2021 09:50,28-07-2021 09:55,28-07-2021 10:17,28-07-2021 10:23,SHP-004,SUP-07,Retail PoS
OR-73405,CUST-19261,26-03-2020 00:04,28-03-2020 07:44,31-03-2020 13:00,29-03-2020 10:39,SHP-005,SUP-09,Retail PoS
OR-73423,CUST-19081,31-07-2023 10:59,31-07-2023 11:07,31-07-2023 11:22,31-07-2023 11:22,SHP-004,SUP-10,Retail PoS
OR-73425,CUST-11671,21-02-2024 14:52,21-02-2024 14:58,21-02-2024 15:17,21-02-2024 15:11,SHP-004,SUP-07,Retail PoS
OR-73438,CUST-06396,28-06-2021 06:58,08-07-2021 19:16,27-07-2021 17:01,25-07-2021 16:12,SHP-001,SUP-04,Online
OR-73446,CUST-02398,30-12-2019 07:13,30-12-2019 07:22,30-12-2019 07:40,30-12-2019 07:33,SHP-004,SUP-04,Retail PoS
OR-73474,CUST-09526,14-05-2020 00:14,21-05-2020 01:14,26-05-2020 16:23,25-05-2020 15:09,SHP-002,SUP-10,Online
OR-73481,CUST-01854,06-02-2024 20:25,17-02-2024 06:09,08-03-2024 20:20,19-03-2024 17:44,SHP-003,SUP-07,Online
OR-73482,CUST-05643,13-07-2022 13:52,17-07-2022 23:37,21-07-2022 11:13,12-08-2022 20:56,SHP-001,SUP-09,Online
OR-73491,CUST-02177,04-05-2024 04:14,10-05-2024 08:20,16-05-2024 03:28,14-05-2024 19:53,SHP-003,SUP-09,Online
OR-73532,CUST-08225,29-05-2024 03:40,07-06-2024 19:44,11-06-2024 04:53,10-06-2024 18:10,SHP-001,SUP-04,Online
OR-73535,CUST-13225,15-08-2020 23:39,15-08-2020 23:45,16-08-2020 00:06,16-08-2020 00:12,SHP-004,SUP-03,Retail PoS
OR-73538,CUST-10392,13-09-2018 08:11,23-09-2018 03:16,29-09-2018 08:07,10-10-2018 21:21,SHP-002,SUP-02,Online
OR-73548,CUST-19959,12-07-2021 17:50,18-07-2021 22:31,27-07-2021 01:59,25-07-2021 06:07,SHP-002,SUP-05,Online
OR-73552,CUST-10977,27-07-2023 13:03,27-07-2023 13:09,27-07-2023 13:32,27-07-2023 13:32,SHP-004,SUP-08,Retail PoS
OR-73553,CUST-13844,22-10-2011 04:20,22-10-2011 04:29,22-10-2011 04:41,22-10-2011 04:40,SHP-004,SUP-07,Retail PoS
OR-73560,CUST-09844,03-07-2021 19:25,03-07-2021 19:33,03-07-2021 19:53,03-07-2021 20:02,SHP-004,SUP-04,Retail PoS
OR-73561,CUST-02131,18-03-2024 20:42,27-03-2024 08:11,28-03-2024 12:20,19-04-2024 21:56,SHP-003,SUP-02,Online
OR-73574,CUST-17760,21-11-2003 19:30,21-11-2003 19:36,21-11-2003 19:50,21-11-2003 19:53,SHP-004,SUP-08,Retail PoS
OR-73577,CUST-05552,14-10-2022 21:55,25-10-2022 08:47,12-11-2022 08:33,06-11-2022 09:35,SHP-003,SUP-08,Online
OR-73578,CUST-17693,14-11-2020 10:11,14-11-2020 10:17,14-11-2020 10:41,14-11-2020 10:47,SHP-004,SUP-01,Retail PoS
OR-73582,CUST-14498,10-02-2024 14:24,10-02-2024 14:29,10-02-2024 14:51,10-02-2024 14:42,SHP-004,SUP-04,Retail PoS
OR-73583,CUST-19557,10-03-2022 14:45,20-03-2022 08:01,20-03-2022 22:32,16-04-2022 05:55,SHP-003,SUP-09,Online
OR-73591,CUST-02043,22-03-2023 08:48,28-03-2023 08:52,17-04-2023 16:18,05-04-2023 00:52,SHP-003,SUP-09,Online
OR-73592,CUST-07826,10-04-2024 21:47,10-04-2024 21:54,10-04-2024 22:08,10-04-2024 22:07,SHP-004,SUP-04,Retail PoS
OR-73598,CUST-16047,24-11-2021 03:11,24-11-2021 03:21,24-11-2021 03:31,24-11-2021 03:41,SHP-004,SUP-06,Retail PoS
OR-73611,CUST-06475,10-07-2016 02:29,14-07-2016 09:41,18-07-2016 16:40,16-07-2016 16:48,SHP-002,SUP-07,Online
OR-73617,CUST-15419,24-05-2024 18:00,02-06-2024 00:42,12-06-2024 12:18,07-06-2024 15:53,SHP-001,SUP-03,Online
OR-73625,CUST-06886,12-08-2014 18:18,19-08-2014 14:47,20-08-2014 12:46,08-09-2014 04:43,SHP-002,SUP-04,Online
OR-73632,CUST-06647,23-01-2023 00:18,23-01-2023 00:26,23-01-2023 00:41,23-01-2023 00:42,SHP-004,SUP-10,Retail PoS
OR-73647,CUST-19943,18-11-2014 08:08,20-11-2014 21:19,04-12-2014 01:42,30-11-2014 05:29,SHP-002,SUP-05,Online
OR-73660,CUST-08179,29-11-2014 22:58,07-12-2014 01:20,15-12-2014 08:53,14-12-2014 14:16,SHP-001,SUP-06,Online
OR-73661,CUST-03069,18-05-2022 14:31,18-05-2022 14:41,18-05-2022 14:54,18-05-2022 14:51,SHP-004,SUP-07,Retail PoS
OR-73663,CUST-05331,13-11-2019 01:01,23-11-2019 19:18,25-11-2019 20:40,26-12-2019 13:23,SHP-001,SUP-09,Online
OR-73667,CUST-04085,23-04-2020 01:37,25-04-2020 02:44,05-05-2020 17:29,29-04-2020 03:26,SHP-003,SUP-04,Online
OR-73672,CUST-03901,09-09-2014 19:58,09-09-2014 20:07,09-09-2014 20:24,09-09-2014 20:34,SHP-004,SUP-08,Retail PoS
OR-73681,CUST-07746,29-02-2020 16:22,09-03-2020 16:45,16-03-2020 09:17,02-04-2020 22:05,SHP-003,SUP-07,Online
OR-73683,CUST-16212,21-04-2017 21:18,02-05-2017 17:09,10-05-2017 10:43,22-05-2017 07:28,SHP-003,SUP-04,Online
OR-73684,CUST-06842,25-01-2024 19:22,25-01-2024 19:28,25-01-2024 19:47,25-01-2024 19:54,SHP-004,SUP-02,Retail PoS
OR-73695,CUST-11109,28-12-2016 18:35,07-01-2017 04:48,19-01-2017 03:56,01-02-2017 23:06,SHP-005,SUP-07,Retail PoS
OR-73710,CUST-15789,31-10-2022 11:39,31-10-2022 11:45,31-10-2022 12:07,31-10-2022 12:17,SHP-004,SUP-06,Retail PoS
OR-73715,CUST-04802,11-07-2023 21:06,22-07-2023 04:46,02-08-2023 04:30,29-07-2023 05:45,SHP-001,SUP-06,Online
OR-73716,CUST-06193,23-06-2019 14:45,02-07-2019 23:44,16-07-2019 04:02,10-07-2019 19:50,SHP-002,SUP-03,Online
OR-73717,CUST-08128,09-05-2022 10:58,09-05-2022 11:05,09-05-2022 11:26,09-05-2022 11:36,SHP-004,SUP-06,Retail PoS
OR-73719,CUST-03337,22-05-2019 10:45,22-05-2019 10:53,22-05-2019 11:13,22-05-2019 11:23,SHP-004,SUP-02,Retail PoS
OR-73720,CUST-05762,11-02-2024 21:37,20-02-2024 01:09,21-02-2024 04:33,02-03-2024 17:34,SHP-001,SUP-01,Online
OR-73723,CUST-06227,28-06-2015 12:36,05-07-2015 14:25,14-07-2015 13:35,13-08-2015 09:01,SHP-001,SUP-07,Online
OR-73731,CUST-09217,19-02-2018 15:00,19-02-2018 15:05,19-02-2018 15:28,19-02-2018 15:28,SHP-004,SUP-07,Retail PoS
OR-73734,CUST-19161,02-07-2016 22:14,02-07-2016 22:23,02-07-2016 22:37,02-07-2016 22:47,SHP-004,SUP-09,Retail PoS
OR-73738,CUST-01899,11-06-2007 18:32,11-06-2007 18:41,11-06-2007 18:56,11-06-2007 18:49,SHP-004,SUP-03,Retail PoS
OR-73744,CUST-08309,25-06-2024 11:18,25-06-2024 11:28,25-06-2024 11:47,25-06-2024 11:55,SHP-004,SUP-07,Retail PoS
OR-73749,CUST-11734,29-10-2014 08:16,04-11-2014 10:16,24-11-2014 04:32,07-11-2014 07:41,SHP-002,SUP-06,Online
OR-73751,CUST-16024,19-07-2021 17:59,22-07-2021 15:07,24-07-2021 09:06,24-07-2021 06:47,SHP-003,SUP-04,Online
OR-73766,CUST-12629,20-02-2018 06:04,20-02-2018 06:09,20-02-2018 06:27,20-02-2018 06:37,SHP-004,SUP-08,Retail PoS
OR-73768,CUST-04274,08-06-2018 07:38,12-06-2018 10:57,13-06-2018 05:28,28-06-2018 21:31,SHP-001,SUP-03,Online
OR-73788,CUST-17116,28-05-2020 01:17,01-06-2020 19:29,06-06-2020 17:22,02-06-2020 19:38,SHP-002,SUP-03,Online
OR-73808,CUST-05261,20-04-2018 20:08,25-04-2018 16:12,29-04-2018 17:57,27-04-2018 20:48,SHP-001,SUP-07,Online
OR-73812,CUST-10584,10-10-2019 16:01,16-10-2019 22:47,02-11-2019 14:44,18-10-2019 11:42,SHP-003,SUP-08,Online
OR-73815,CUST-18202,29-09-2023 08:14,02-10-2023 11:38,13-10-2023 03:56,07-10-2023 18:45,SHP-003,SUP-06,Online
OR-73833,CUST-15086,23-04-2024 19:23,03-05-2024 08:07,05-05-2024 11:03,25-05-2024 21:01,SHP-003,SUP-02,Online
OR-73839,CUST-00292,12-02-2024 19:42,15-02-2024 11:17,28-02-2024 10:29,24-02-2024 14:47,SHP-002,SUP-09,Online
OR-73841,CUST-10502,27-01-2010 10:26,05-02-2010 16:46,18-02-2010 09:09,13-02-2010 15:46,SHP-001,SUP-04,Online
OR-73853,CUST-03542,04-05-2024 03:58,11-05-2024 16:38,21-05-2024 14:56,17-05-2024 12:41,SHP-001,SUP-09,Online
OR-73860,CUST-14665,14-01-2022 20:20,23-01-2022 04:34,28-01-2022 06:30,28-01-2022 00:03,SHP-003,SUP-04,Online
OR-73864,CUST-11864,29-12-2022 02:46,30-12-2022 13:38,01-01-2023 23:32,04-01-2023 17:38,SHP-001,SUP-10,Online
OR-73898,CUST-16917,26-08-2023 07:34,26-08-2023 07:43,26-08-2023 07:58,26-08-2023 08:04,SHP-004,SUP-05,Retail PoS
OR-73901,CUST-01009,14-03-2023 09:40,18-03-2023 10:10,29-03-2023 08:05,22-03-2023 22:45,SHP-001,SUP-04,Online
OR-73921,CUST-16421,03-03-2023 21:40,03-03-2023 21:49,03-03-2023 22:09,03-03-2023 22:07,SHP-004,SUP-05,Retail PoS
OR-73940,CUST-00113,22-09-2016 05:45,01-10-2016 22:21,05-10-2016 14:43,18-10-2016 07:32,SHP-003,SUP-04,Online
OR-73949,CUST-13461,10-12-2023 12:38,13-12-2023 03:18,24-12-2023 08:10,20-12-2023 23:23,SHP-003,SUP-09,Online
OR-73953,CUST-17739,27-02-2012 11:54,27-02-2012 12:03,27-02-2012 12:18,27-02-2012 12:19,SHP-004,SUP-04,Retail PoS
OR-73968,CUST-08040,15-11-2021 12:00,16-11-2021 14:43,03-12-2021 20:40,21-11-2021 17:28,SHP-001,SUP-04,Online
OR-73973,CUST-04764,03-05-2024 05:07,03-05-2024 05:16,03-05-2024 05:35,03-05-2024 05:35,SHP-004,SUP-04,Retail PoS
OR-73979,CUST-17756,02-08-1998 11:21,02-08-1998 11:29,02-08-1998 11:43,02-08-1998 11:59,SHP-004,SUP-07,Retail PoS
OR-73990,CUST-05836,26-12-2011 23:39,26-12-2011 23:44,27-12-2011 00:00,27-12-2011 00:18,SHP-004,SUP-01,Retail PoS
OR-73992,CUST-19980,01-11-2022 21:05,08-11-2022 12:34,08-11-2022 16:29,22-11-2022 01:07,SHP-003,SUP-04,Online
OR-74006,CUST-07364,16-06-2021 07:34,26-06-2021 11:13,09-07-2021 10:03,27-06-2021 22:33,SHP-003,SUP-04,Online
OR-74008,CUST-05528,09-11-2022 12:07,09-11-2022 12:17,09-11-2022 12:29,09-11-2022 12:29,SHP-004,SUP-09,Retail PoS
OR-74012,CUST-18576,03-02-2024 00:45,10-02-2024 22:37,17-02-2024 00:23,15-02-2024 03:42,SHP-003,SUP-10,Online
OR-74014,CUST-09102,03-05-2020 10:59,05-05-2020 09:22,20-05-2020 16:05,12-05-2020 14:12,SHP-002,SUP-05,Online
OR-74015,CUST-08860,28-06-2007 12:33,04-07-2007 06:52,10-07-2007 04:54,27-07-2007 09:19,SHP-001,SUP-04,Online
OR-74022,CUST-03748,07-12-2021 08:18,15-12-2021 10:07,28-12-2021 21:32,20-12-2021 20:28,SHP-001,SUP-04,Online
OR-74035,CUST-19445,10-04-2023 23:32,17-04-2023 04:36,21-04-2023 06:59,18-04-2023 10:33,SHP-003,SUP-04,Online
OR-74042,CUST-05839,11-05-2023 01:33,17-05-2023 22:06,27-05-2023 00:26,22-05-2023 05:22,SHP-003,SUP-04,Online
OR-74046,CUST-05919,12-06-2019 12:29,16-06-2019 01:12,19-06-2019 04:41,10-07-2019 00:27,SHP-001,SUP-05,Online
OR-74056,CUST-08207,26-06-2018 22:44,28-06-2018 03:16,02-07-2018 10:37,15-07-2018 08:36,SHP-001,SUP-06,Online
OR-74063,CUST-15720,22-09-2006 11:31,02-10-2006 00:01,04-10-2006 14:02,29-10-2006 13:17,SHP-002,SUP-07,Online
OR-74070,CUST-08255,08-04-2012 13:05,08-04-2012 13:14,08-04-2012 13:31,08-04-2012 13:42,SHP-004,SUP-10,Retail PoS
OR-74087,CUST-01686,22-01-2024 12:01,27-01-2024 10:32,29-01-2024 16:34,28-01-2024 23:25,SHP-003,SUP-04,Online
OR-74093,CUST-13804,10-09-2014 01:22,11-09-2014 06:15,13-09-2014 08:55,05-10-2014 05:04,SHP-001,SUP-04,Online
OR-74105,CUST-08016,15-07-2021 10:36,17-07-2021 14:32,26-07-2021 12:54,19-07-2021 18:33,SHP-002,SUP-07,Online
OR-74110,CUST-02240,30-04-2022 03:40,30-04-2022 03:47,30-04-2022 04:02,30-04-2022 04:15,SHP-004,SUP-07,Retail PoS
OR-74125,CUST-01319,24-04-2024 13:14,01-05-2024 22:17,05-05-2024 09:13,03-05-2024 05:37,SHP-001,SUP-02,Online
OR-74134,CUST-02192,20-04-2023 20:40,23-04-2023 18:24,09-05-2023 09:34,25-04-2023 04:20,SHP-001,SUP-09,Online
OR-74152,CUST-06458,03-03-2019 10:09,03-03-2019 10:19,03-03-2019 10:35,03-03-2019 10:44,SHP-004,SUP-02,Retail PoS
OR-74157,CUST-02836,17-12-2022 12:17,17-12-2022 12:23,17-12-2022 12:40,17-12-2022 12:41,SHP-004,SUP-09,Retail PoS
OR-74169,CUST-19914,21-09-2021 17:05,25-09-2021 07:08,04-10-2021 02:15,02-10-2021 01:33,SHP-003,SUP-08,Online
OR-74180,CUST-07969,02-02-2018 17:57,02-02-2018 18:04,02-02-2018 18:24,02-02-2018 18:28,SHP-004,SUP-03,Retail PoS
OR-74182,CUST-03654,12-05-2024 09:51,12-05-2024 10:00,12-05-2024 10:18,12-05-2024 10:30,SHP-004,SUP-05,Retail PoS
OR-74184,CUST-02571,06-05-2024 17:51,17-05-2024 01:24,04-06-2024 05:13,20-05-2024 20:34,SHP-003,SUP-04,Online
OR-74185,CUST-05420,12-03-2018 04:17,12-03-2018 04:23,12-03-2018 04:43,12-03-2018 04:42,SHP-004,SUP-07,Retail PoS
OR-74190,CUST-08233,15-05-2023 18:50,15-05-2023 18:59,15-05-2023 19:16,15-05-2023 19:09,SHP-004,SUP-08,Retail PoS
OR-74197,CUST-16333,27-07-2016 05:32,31-07-2016 09:31,15-08-2016 05:52,29-08-2016 05:05,SHP-003,SUP-04,Online
OR-74202,CUST-13823,27-04-2024 03:10,05-05-2024 02:14,07-05-2024 03:33,06-05-2024 22:58,SHP-003,SUP-08,Online
OR-74209,CUST-03809,08-04-2024 15:52,08-04-2024 15:59,08-04-2024 16:22,08-04-2024 16:32,SHP-004,SUP-07,Retail PoS
OR-74215,CUST-08273,10-06-2024 08:48,17-06-2024 21:48,29-06-2024 08:11,08-07-2024 22:57,SHP-001,SUP-04,Online
OR-74217,CUST-18317,29-04-2023 04:48,06-05-2023 00:52,10-05-2023 08:05,07-05-2023 12:48,SHP-001,SUP-04,Online
OR-74218,CUST-19694,12-06-2019 09:44,12-06-2019 09:49,12-06-2019 10:05,12-06-2019 10:11,SHP-004,SUP-03,Retail PoS
OR-74219,CUST-12898,19-04-2024 19:15,28-04-2024 23:01,06-05-2024 17:05,24-05-2024 10:05,SHP-001,SUP-07,Online
OR-74220,CUST-01386,06-02-2020 19:42,08-02-2020 19:08,15-02-2020 00:55,25-02-2020 22:04,SHP-002,SUP-06,Online
OR-74222,CUST-18472,19-11-2023 05:35,21-11-2023 23:47,27-11-2023 09:53,23-11-2023 11:19,SHP-002,SUP-10,Online
OR-74226,CUST-12587,19-09-2017 16:36,19-09-2017 16:46,19-09-2017 17:05,19-09-2017 17:13,SHP-004,SUP-04,Retail PoS
OR-74227,CUST-16323,10-06-2022 03:34,18-06-2022 19:44,22-06-2022 23:13,21-06-2022 06:08,SHP-002,SUP-08,Online
OR-74228,CUST-06425,16-08-2022 11:54,19-08-2022 05:41,01-09-2022 18:28,31-08-2022 20:48,SHP-003,SUP-04,Online
OR-74235,CUST-11737,01-04-2012 11:48,08-04-2012 15:22,18-04-2012 06:03,30-04-2012 20:24,SHP-001,SUP-05,Online
OR-74240,CUST-01996,01-04-2023 11:58,05-04-2023 10:52,09-04-2023 18:52,06-04-2023 23:33,SHP-003,SUP-07,Online
OR-74248,CUST-11790,24-02-2023 10:25,27-02-2023 20:38,02-03-2023 18:26,01-03-2023 10:46,SHP-003,SUP-07,Online
OR-74262,CUST-18788,12-03-2024 17:05,20-03-2024 16:21,29-03-2024 10:29,04-04-2024 17:56,SHP-002,SUP-04,Online
OR-74271,CUST-14353,20-01-2011 18:27,28-01-2011 05:35,12-02-2011 16:24,01-02-2011 07:05,SHP-002,SUP-07,Online
OR-74278,CUST-02647,23-04-2024 19:08,02-05-2024 00:15,22-05-2024 15:09,13-05-2024 01:51,SHP-003,SUP-07,Online
OR-74280,CUST-08711,24-07-2023 01:49,25-07-2023 04:41,28-07-2023 16:07,27-07-2023 09:22,SHP-003,SUP-03,Online
OR-74286,CUST-19737,17-02-2021 02:01,17-02-2021 02:08,17-02-2021 02:30,17-02-2021 02:20,SHP-004,SUP-09,Retail PoS
OR-74287,CUST-01859,25-06-2022 21:06,25-06-2022 21:14,25-06-2022 21:27,25-06-2022 21:32,SHP-004,SUP-01,Retail PoS
OR-74294,CUST-09936,04-03-2020 23:45,04-03-2020 23:54,05-03-2020 00:09,05-03-2020 00:23,SHP-004,SUP-04,Retail PoS
OR-74311,CUST-17637,28-05-2024 23:21,04-06-2024 04:52,18-06-2024 22:12,05-06-2024 23:21,SHP-003,SUP-05,Online
OR-74315,CUST-06236,07-04-2011 22:20,13-04-2011 11:58,03-05-2011 20:44,17-04-2011 09:48,SHP-002,SUP-09,Online
OR-74316,CUST-15827,17-04-2024 16:47,17-04-2024 16:56,17-04-2024 17:11,17-04-2024 17:17,SHP-004,SUP-03,Retail PoS
OR-74328,CUST-00728,01-06-2021 08:07,07-06-2021 03:53,10-06-2021 14:28,09-06-2021 15:54,SHP-001,SUP-09,Online
OR-74344,CUST-03685,23-02-2024 08:07,23-02-2024 08:16,23-02-2024 08:34,23-02-2024 08:37,SHP-004,SUP-05,Retail PoS
OR-74354,CUST-03745,18-11-2023 07:53,18-11-2023 08:01,18-11-2023 08:20,18-11-2023 08:32,SHP-004,SUP-04,Retail PoS
OR-74359,CUST-04475,28-09-2010 13:34,08-10-2010 12:03,20-10-2010 16:14,20-10-2010 03:44,SHP-001,SUP-05,Online
OR-74392,CUST-09925,02-11-2018 17:11,12-11-2018 00:08,26-11-2018 07:36,10-12-2018 15:56,SHP-002,SUP-07,Online
OR-74393,CUST-09782,06-01-2024 17:25,06-01-2024 17:30,06-01-2024 17:53,06-01-2024 18:01,SHP-004,SUP-02,Retail PoS
OR-74401,CUST-03248,05-08-2007 12:35,14-08-2007 17:08,28-08-2007 18:25,09-09-2007 05:22,SHP-001,SUP-03,Online
OR-74408,CUST-17453,01-07-2024 07:28,05-07-2024 09:40,08-07-2024 00:51,01-08-2024 21:22,SHP-003,SUP-08,Online
OR-74410,CUST-06950,23-04-2023 12:21,02-05-2023 00:53,03-05-2023 09:43,03-05-2023 00:14,SHP-003,SUP-03,Online
OR-74414,CUST-15365,30-06-2020 22:47,09-07-2020 17:03,13-07-2020 23:03,12-08-2020 06:54,SHP-001,SUP-09,Online
OR-74424,CUST-07371,14-06-2024 22:19,24-06-2024 18:41,05-07-2024 19:48,02-07-2024 15:53,SHP-003,SUP-10,Online
OR-74425,CUST-00535,10-06-2021 15:05,18-06-2021 18:35,20-06-2021 20:01,20-06-2021 11:34,SHP-002,SUP-03,Online
OR-74435,CUST-04334,08-01-2024 03:29,16-01-2024 00:06,01-02-2024 03:31,22-01-2024 04:43,SHP-001,SUP-02,Online
OR-74438,CUST-15874,01-05-2021 09:05,02-05-2021 23:20,13-05-2021 14:15,05-05-2021 04:08,SHP-001,SUP-07,Online
OR-74441,CUST-07176,23-03-2020 15:55,23-03-2020 16:05,23-03-2020 16:16,23-03-2020 16:12,SHP-004,SUP-07,Retail PoS
OR-74443,CUST-17673,12-02-2008 10:27,18-02-2008 03:38,05-03-2008 07:15,19-02-2008 10:43,SHP-003,SUP-07,Online
OR-74447,CUST-14790,16-05-2024 03:09,23-05-2024 00:06,04-06-2024 01:56,26-05-2024 11:47,SHP-001,SUP-03,Online
OR-74454,CUST-11504,07-03-2023 23:32,07-03-2023 23:42,08-03-2023 00:00,08-03-2023 00:07,SHP-004,SUP-02,Retail PoS
OR-74457,CUST-02395,14-06-2024 09:41,23-06-2024 18:25,06-07-2024 21:28,04-08-2024 06:09,SHP-002,SUP-01,Online
OR-74473,CUST-07123,07-06-2019 05:28,15-06-2019 20:08,03-07-2019 22:31,17-06-2019 03:13,SHP-001,SUP-09,Online
OR-74482,CUST-05534,08-03-2016 10:12,13-03-2016 09:04,26-03-2016 15:07,26-03-2016 06:02,SHP-001,SUP-06,Online
OR-74489,CUST-06348,19-12-2022 14:45,19-12-2022 14:55,19-12-2022 15:08,19-12-2022 15:23,SHP-004,SUP-08,Retail PoS
OR-74494,CUST-01443,07-04-2021 07:25,14-04-2021 06:44,23-04-2021 05:28,20-04-2021 21:50,SHP-002,SUP-10,Online
OR-74495,CUST-12065,30-11-2021 14:46,30-11-2021 14:56,30-11-2021 15:10,30-11-2021 15:11,SHP-004,SUP-03,Retail PoS
OR-74501,CUST-08240,30-05-2018 18:06,31-05-2018 21:37,17-06-2018 23:23,14-06-2018 20:33,SHP-001,SUP-01,Online
OR-74515,CUST-11800,12-04-2023 06:32,12-04-2023 06:39,12-04-2023 06:52,12-04-2023 07:03,SHP-004,SUP-02,Retail PoS
OR-74532,CUST-07255,15-05-2022 12:47,26-05-2022 07:18,27-05-2022 21:50,27-05-2022 17:20,SHP-001,SUP-10,Online
OR-74536,CUST-14227,10-06-2020 06:25,16-06-2020 13:36,22-06-2020 05:58,18-06-2020 21:43,SHP-002,SUP-05,Online
OR-74538,CUST-02043,22-01-2024 06:37,22-01-2024 06:46,22-01-2024 07:01,22-01-2024 06:55,SHP-004,SUP-07,Retail PoS
