ReturnID,OrderId,ProductID,Return_reason,ReturnDate,ReturnStatus,RefundAmount,ReturnMethod
RET-024773,OR-102620,PRD-00004,Changed mind,13-01-2023,Refunded,4929.35,Store_Drop
RET-024774,OR-071762,PRD-00005,Incorrect item shipped,19-01-2023,Approved,9480.97,Courier
RET-024775,OR-107529,PRD-00013,Damaged item,09-01-2023,Rejected,0,Courier
RET-024776,OR-068823,PRD-00001,Changed mind,14-01-2023,Approved,8437.83,Store_Drop
RET-024777,OR-089258,PRD-00098,Damaged item,15-01-2023,Pending,0,Courier
RET-024778,OR-015276,PRD-00019,Delayed delivery,07-01-2023,Pending,0,Store_Drop
RET-024779,OR-028691,PRD-00140,Received wrong quantity,05-01-2023,Approved,3382.49,Courier
RET-024780,OR-118877,PRD-00006,Better price found elsewhere,13-01-2023,Pending,0,Store_Drop
RET-024781,OR-098025,PRD-00002,Received wrong quantity,12-01-2023,Approved,7472.7,Store_Drop
RET-024782,OR-044642,PRD-00040,Damaged item,05-01-2023,Pending,0,Store_Drop
RET-024783,OR-033078,PRD-00002,No longer needed,09-01-2023,Approved,5936.78,Courier
RET-024784,OR-005101,PRD-00015,Poor customer service,11-01-2023,Refunded,8149.01,Courier
RET-024785,OR-109804,PRD-00005,Damaged item,06-01-2023,Approved,1262.05,Courier
RET-024786,OR-011502,PRD-00143,Damaged item,17-01-2023,Refunded,1665.2,Pickup
RET-024787,OR-024104,PRD-00029,Received wrong quantity,19-01-2023,Pending,0,Store_Drop
RET-024788,OR-059171,PRD-00174,Damaged item,05-01-2023,Approved,4617.47,Courier
RET-024789,OR-070568,PRD-00125,Item not as described,04-01-2023,Pending,0,Store_Drop
RET-024790,OR-073763,PRD-00418,Poor customer service,12-01-2023,Approved,573.01,Courier
RET-024791,OR-091436,PRD-00002,Received wrong quantity,08-01-2023,Refunded,4359.78,Courier
RET-024792,OR-027191,PRD-00002,Product no longer wanted,14-01-2023,Refunded,7294.87,Store_Drop
RET-024793,OR-019797,PRD-00010,Incorrect item shipped,08-01-2023,Approved,3953.63,Courier
RET-024794,OR-014980,PRD-00084,No longer needed,18-01-2023,Approved,8421.79,Store_Drop
RET-024795,OR-043592,PRD-00061,Product no longer wanted,06-01-2023,Refunded,11707.3,Courier
RET-024796,OR-014560,PRD-00173,Better price found elsewhere,18-01-2023,Refunded,2760.6,Pickup
RET-024797,OR-068590,PRD-00328,Poor customer service,04-01-2023,Refunded,1005.99,Courier
RET-024798,OR-099930,PRD-00010,Received wrong quantity,06-01-2023,Approved,10882.45,Store_Drop
RET-024799,OR-069066,PRD-00211,Product no longer wanted,16-01-2023,Rejected,0,Courier
RET-024800,OR-057416,PRD-00001,Item not as described,19-01-2023,Approved,1734.74,Pickup
RET-024801,OR-104960,PRD-00032,Delayed delivery,20-01-2023,Rejected,0,Store_Drop
RET-024802,OR-036636,PRD-00013,Product no longer wanted,04-01-2023,Rejected,0,Courier
RET-024803,OR-038506,PRD-00001,Better price found elsewhere,16-01-2023,Pending,0,Store_Drop
RET-024804,OR-017305,PRD-00289,Received wrong quantity,14-01-2023,Approved,1586.62,Store_Drop
RET-024805,OR-080843,PRD-00387,Better price found elsewhere,10-01-2023,Rejected,0,Store_Drop
RET-024806,OR-022475,PRD-00002,Better price found elsewhere,14-01-2023,Approved,10227.3,Courier
RET-024807,OR-069771,PRD-00002,Item not as described,08-01-2023,Refunded,4381.31,Store_Drop
RET-024808,OR-036039,PRD-00028,Item not as described,19-01-2023,Refunded,6320.72,Courier
RET-024809,OR-062779,PRD-00391,Poor customer service,04-01-2023,Rejected,0,Pickup
RET-024810,OR-003151,PRD-00183,Item not as described,05-01-2023,Rejected,0,Courier
RET-024811,OR-072647,PRD-00003,Better price found elsewhere,05-01-2023,Refunded,5638.02,Courier
RET-024812,OR-027480,PRD-00387,Received wrong quantity,08-01-2023,Refunded,400.06,Store_Drop
RET-024813,OR-026939,PRD-00364,Item not as described,19-01-2023,Approved,1614.45,Store_Drop
RET-024814,OR-042472,PRD-00006,Product no longer wanted,13-01-2023,Approved,6441.74,Courier
RET-024815,OR-080626,PRD-00003,Poor customer service,20-01-2023,Refunded,5500.09,Courier
RET-024816,OR-088588,PRD-00370,Changed mind,05-01-2023,Rejected,0,Courier
RET-024817,OR-020767,PRD-00002,Product no longer wanted,06-01-2023,Pending,0,Courier
RET-024818,OR-067894,PRD-00039,Damaged item,06-01-2023,Pending,0,Courier
RET-024819,OR-074359,PRD-00002,Better price found elsewhere,11-01-2023,Refunded,7492.23,Courier
RET-024820,OR-068820,PRD-00006,Better price found elsewhere,08-01-2023,Refunded,11625.89,Pickup
RET-024821,OR-004870,PRD-00048,No longer needed,11-01-2023,Rejected,0,Store_Drop
RET-024822,OR-034766,PRD-00013,Delayed delivery,14-01-2023,Pending,0,Store_Drop
RET-024823,OR-072345,PRD-00001,Item not as described,12-01-2023,Pending,0,Courier
RET-024824,OR-112678,PRD-00003,Received wrong quantity,11-01-2023,Refunded,2271.99,Store_Drop
RET-024825,OR-044787,PRD-00034,Changed mind,12-01-2023,Rejected,0,Pickup
RET-024826,OR-089152,PRD-00028,No longer needed,08-01-2023,Approved,9984.03,Store_Drop
RET-024827,OR-068902,PRD-00019,Product no longer wanted,21-01-2023,Pending,0,Courier
RET-024828,OR-107921,PRD-00228,Product no longer wanted,09-01-2023,Refunded,2319.15,Pickup
RET-024829,OR-092833,PRD-00035,Item not as described,05-01-2023,Refunded,8592.2,Courier
RET-024830,OR-050006,PRD-00012,Damaged item,18-01-2023,Rejected,0,Store_Drop
RET-024831,OR-065961,PRD-00004,Damaged item,18-01-2023,Rejected,0,Courier
RET-024832,OR-004136,PRD-00044,Changed mind,10-01-2023,Rejected,0,Store_Drop
RET-024833,OR-096647,PRD-00001,No longer needed,21-01-2023,Refunded,8828.45,Store_Drop
RET-024834,OR-081519,PRD-00002,Changed mind,09-01-2023,Approved,2727.5,Courier
RET-024835,OR-125318,PRD-00001,Incorrect item shipped,08-01-2023,Approved,917.77,Pickup
RET-024836,OR-112617,PRD-00342,Poor customer service,18-01-2023,Approved,132.62,Pickup
RET-024837,OR-098574,PRD-00005,No longer needed,19-01-2023,Approved,2043.9,Store_Drop
RET-024838,OR-048153,PRD-00004,Poor customer service,05-01-2023,Refunded,10670.92,Store_Drop
RET-024839,OR-006676,PRD-00001,Poor customer service,09-01-2023,Refunded,6513.06,Store_Drop
RET-024840,OR-028100,PRD-00022,Product no longer wanted,09-01-2023,Pending,0,Pickup
RET-024841,OR-099811,PRD-00407,Delayed delivery,16-01-2023,Approved,968.84,Courier
RET-024842,OR-002109,PRD-00021,Product no longer wanted,07-01-2023,Rejected,0,Store_Drop
RET-024843,OR-018387,PRD-00411,Changed mind,09-01-2023,Rejected,0,Store_Drop
RET-024844,OR-014881,PRD-00002,Changed mind,05-01-2023,Approved,3150.35,Store_Drop
RET-024845,OR-013754,PRD-00006,Item not as described,06-01-2023,Approved,4868.34,Courier
RET-024846,OR-117892,PRD-00002,Received wrong quantity,10-01-2023,Approved,11199.01,Courier
RET-024847,OR-044610,PRD-00378,Incorrect item shipped,10-01-2023,Approved,2681.23,Courier
RET-024848,OR-114086,PRD-00005,Delayed delivery,15-01-2023,Rejected,0,Pickup
RET-024849,OR-060973,PRD-00414,Item not as described,08-01-2023,Rejected,0,Store_Drop
RET-024850,OR-075334,PRD-00008,Poor customer service,16-01-2023,Refunded,1620.4,Courier
RET-024851,OR-104455,PRD-00003,Incorrect item shipped,08-01-2023,Refunded,6467.05,Pickup
RET-024852,OR-045733,PRD-00006,Poor customer service,18-01-2023,Rejected,0,Courier
RET-024853,OR-032388,PRD-00221,Incorrect item shipped,19-01-2023,Rejected,0,Courier
RET-024854,OR-008628,PRD-00003,Changed mind,04-01-2023,Refunded,7458.24,Courier
RET-024855,OR-047532,PRD-00017,Changed mind,07-01-2023,Approved,2146.27,Courier
RET-024856,OR-030223,PRD-00007,No longer needed,18-01-2023,Approved,4394.02,Courier
RET-024857,OR-122262,PRD-00059,Poor customer service,08-01-2023,Approved,11570.22,Courier
RET-024858,OR-121452,PRD-00001,Delayed delivery,18-01-2023,Refunded,7923.91,Courier
RET-024859,OR-097911,PRD-00075,Product no longer wanted,10-01-2023,Approved,1597.03,Courier
RET-024860,OR-121485,PRD-00001,Damaged item,17-01-2023,Approved,4080.68,Store_Drop
RET-024861,OR-001883,PRD-00013,Delayed delivery,06-01-2023,Refunded,5050.66,Courier
RET-024862,OR-044530,PRD-00001,Better price found elsewhere,06-01-2023,Refunded,5917.39,Courier
RET-024863,OR-125475,PRD-00462,Delayed delivery,08-01-2023,Approved,1272.19,Courier
RET-024864,OR-095162,PRD-00002,Changed mind,12-01-2023,Refunded,11211.53,Courier
RET-024865,OR-048019,PRD-00006,No longer needed,04-01-2023,Approved,9481.6,Store_Drop
RET-024866,OR-005734,PRD-00341,No longer needed,12-01-2023,Refunded,1217.78,Courier
RET-024867,OR-071353,PRD-00069,Item not as described,13-01-2023,Rejected,0,Pickup
RET-024868,OR-020667,PRD-00002,Poor customer service,21-01-2023,Approved,4663.51,Pickup
RET-024869,OR-072437,PRD-00036,Product no longer wanted,11-01-2023,Approved,8612.72,Courier
RET-024870,OR-083100,PRD-00001,Damaged item,14-01-2023,Approved,1022.01,Courier
RET-024871,OR-102289,PRD-00053,Received wrong quantity,11-01-2023,Refunded,7395.57,Courier
RET-024872,OR-111894,PRD-00175,Delayed delivery,09-01-2023,Pending,0,Store_Drop
RET-024873,OR-043357,PRD-00101,Item not as described,13-01-2023,Refunded,4300.39,Store_Drop
RET-024874,OR-032799,PRD-00012,Incorrect item shipped,15-01-2023,Approved,2117.95,Store_Drop
RET-024875,OR-108660,PRD-00062,Incorrect item shipped,11-01-2023,Refunded,1025.37,Store_Drop
RET-024876,OR-113930,PRD-00411,Product no longer wanted,12-01-2023,Pending,0,Courier
RET-024877,OR-012950,PRD-00011,Damaged item,19-01-2023,Approved,977.32,Courier
RET-024878,OR-002609,PRD-00001,Incorrect item shipped,14-01-2023,Approved,9923.33,Store_Drop
RET-024879,OR-059026,PRD-00010,Product no longer wanted,05-01-2023,Pending,0,Courier
RET-024880,OR-018321,PRD-00002,Incorrect item shipped,15-01-2023,Approved,11371.04,Courier
RET-024881,OR-104441,PRD-00148,Item not as described,14-01-2023,Refunded,2224.99,Store_Drop
RET-024882,OR-000511,PRD-00004,Delayed delivery,11-01-2023,Approved,4191.09,Store_Drop
RET-024883,OR-011185,PRD-00207,Better price found elsewhere,05-01-2023,Refunded,1276.5,Store_Drop
RET-024884,OR-056473,PRD-00074,Poor customer service,16-01-2023,Refunded,3518.45,Store_Drop
RET-024885,OR-003034,PRD-00004,No longer needed,21-01-2023,Pending,0,Store_Drop
RET-024886,OR-013245,PRD-00027,Better price found elsewhere,07-01-2023,Refunded,11015.8,Pickup
RET-024887,OR-053054,PRD-00021,Poor customer service,07-01-2023,Pending,0,Courier
RET-024888,OR-050197,PRD-00019,Damaged item,04-01-2023,Refunded,8007.95,Courier
RET-024889,OR-039090,PRD-00005,Damaged item,17-01-2023,Refunded,10097.75,Courier
RET-024890,OR-123174,PRD-00009,No longer needed,19-01-2023,Pending,0,Store_Drop
RET-024891,OR-030668,PRD-00011,Incorrect item shipped,08-01-2023,Approved,2336.31,Courier
RET-024892,OR-071752,PRD-00001,No longer needed,04-01-2023,Refunded,4378.89,Pickup
RET-024893,OR-014251,PRD-00327,Received wrong quantity,20-01-2023,Approved,877.84,Store_Drop
RET-024894,OR-096918,PRD-00294,Item not as described,15-01-2023,Approved,5271.71,Store_Drop
RET-024895,OR-102404,PRD-00003,Damaged item,12-01-2023,Refunded,4929.04,Store_Drop
RET-024896,OR-091955,PRD-00058,Incorrect item shipped,07-01-2023,Pending,0,Store_Drop
RET-024897,OR-113387,PRD-00002,Product no longer wanted,07-01-2023,Refunded,7494.32,Courier
RET-024898,OR-023987,PRD-00083,Item not as described,21-01-2023,Approved,11077.64,Courier
RET-024899,OR-064387,PRD-00009,No longer needed,08-01-2023,Approved,10375.0,Courier
RET-024900,OR-044722,PRD-00028,Changed mind,04-01-2023,Approved,7655.4,Store_Drop
RET-024901,OR-102804,PRD-00154,Poor customer service,05-01-2023,Refunded,4760.31,Store_Drop
RET-024902,OR-039552,PRD-00037,Better price found elsewhere,16-01-2023,Rejected,0,Courier
RET-024903,OR-082114,PRD-00002,Damaged item,09-01-2023,Refunded,10503.25,Courier
RET-024904,OR-079937,PRD-00004,Delayed delivery,09-01-2023,Refunded,1562.3,Store_Drop
RET-024905,OR-076050,PRD-00179,Changed mind,15-01-2023,Approved,6192.45,Courier
RET-024906,OR-000449,PRD-00087,Delayed delivery,14-01-2023,Approved,10983.22,Pickup
RET-024907,OR-031890,PRD-00001,Poor customer service,16-01-2023,Approved,834.89,Courier
RET-024908,OR-014164,PRD-00020,Delayed delivery,15-01-2023,Approved,5081.17,Courier
RET-024909,OR-025819,PRD-00005,No longer needed,09-01-2023,Refunded,11007.22,Pickup
RET-024910,OR-047917,PRD-00029,Product no longer wanted,16-01-2023,Approved,6406.7,Courier
RET-024911,OR-065849,PRD-00411,Received wrong quantity,20-01-2023,Approved,933.52,Store_Drop
RET-024912,OR-093153,PRD-00002,Delayed delivery,06-01-2023,Rejected,0,Store_Drop
RET-024913,OR-021233,PRD-00025,Product no longer wanted,04-01-2023,Rejected,0,Store_Drop
RET-024914,OR-068608,PRD-00001,Delayed delivery,15-01-2023,Refunded,6028.85,Courier
RET-024915,OR-039601,PRD-00001,Changed mind,18-01-2023,Approved,1250.38,Store_Drop
RET-024916,OR-046131,PRD-00002,Delayed delivery,13-01-2023,Approved,2462.87,Courier
RET-024917,OR-082286,PRD-00002,Product no longer wanted,12-01-2023,Pending,0,Pickup
RET-024918,OR-017397,PRD-00003,Better price found elsewhere,05-01-2023,Refunded,9532.32,Pickup
RET-024919,OR-010389,PRD-00172,No longer needed,10-01-2023,Refunded,6695.09,Courier
RET-024920,OR-055668,PRD-00005,Item not as described,05-01-2023,Approved,8900.22,Courier
RET-024921,OR-113111,PRD-00006,Better price found elsewhere,21-01-2023,Approved,9515.62,Store_Drop
RET-024922,OR-034257,PRD-00055,Product no longer wanted,11-01-2023,Approved,1618.06,Courier
RET-024923,OR-092100,PRD-00001,Received wrong quantity,05-01-2023,Approved,9529.48,Courier
RET-024924,OR-047747,PRD-00003,Better price found elsewhere,17-01-2023,Pending,0,Store_Drop
RET-024925,OR-062512,PRD-00373,Product no longer wanted,09-01-2023,Approved,3566.28,Courier
RET-024926,OR-069468,PRD-00127,No longer needed,08-01-2023,Approved,2205.43,Store_Drop
RET-024927,OR-073642,PRD-00006,Received wrong quantity,19-01-2023,Rejected,0,Store_Drop
RET-024928,OR-092488,PRD-00001,Product no longer wanted,19-01-2023,Approved,7372.99,Courier
RET-024929,OR-110428,PRD-00012,Product no longer wanted,12-01-2023,Approved,8255.75,Store_Drop
RET-024930,OR-116399,PRD-00004,Incorrect item shipped,08-01-2023,Refunded,2220.55,Store_Drop
RET-024931,OR-058291,PRD-00008,Changed mind,11-01-2023,Refunded,1932.68,Pickup
RET-024932,OR-051397,PRD-00002,Item not as described,21-01-2023,Refunded,10298.08,Store_Drop
RET-024933,OR-037596,PRD-00308,Item not as described,18-01-2023,Approved,545.71,Store_Drop
RET-024934,OR-081029,PRD-00001,Better price found elsewhere,20-01-2023,Approved,5703.48,Pickup
RET-024935,OR-000157,PRD-00091,Product no longer wanted,14-01-2023,Approved,12531.52,Pickup
RET-024936,OR-083220,PRD-00065,Item not as described,16-01-2023,Rejected,0,Store_Drop
RET-024937,OR-115804,PRD-00006,Delayed delivery,13-01-2023,Rejected,0,Courier
RET-024938,OR-120033,PRD-00146,Delayed delivery,14-01-2023,Approved,970.0,Pickup
RET-024939,OR-078958,PRD-00003,Poor customer service,15-01-2023,Pending,0,Store_Drop
RET-024940,OR-027117,PRD-00048,Product no longer wanted,20-01-2023,Rejected,0,Courier
RET-024941,OR-039430,PRD-00007,Incorrect item shipped,10-01-2023,Rejected,0,Pickup
RET-024942,OR-094967,PRD-00004,Product no longer wanted,16-01-2023,Approved,7801.76,Store_Drop
RET-024943,OR-076726,PRD-00042,Damaged item,21-01-2023,Approved,3464.83,Store_Drop
RET-024944,OR-040627,PRD-00001,Product no longer wanted,12-01-2023,Approved,4586.69,Pickup
RET-024945,OR-099459,PRD-00224,Changed mind,21-01-2023,Approved,1525.87,Store_Drop
RET-024946,OR-083017,PRD-00260,Received wrong quantity,05-01-2023,Approved,5714.48,Pickup
RET-024947,OR-030220,PRD-00036,Item not as described,18-01-2023,Pending,0,Store_Drop
RET-024948,OR-093540,PRD-00500,Changed mind,07-01-2023,Approved,5300.35,Courier
RET-024949,OR-072911,PRD-00126,Delayed delivery,07-01-2023,Refunded,889.3,Store_Drop
RET-024950,OR-056596,PRD-00004,Received wrong quantity,13-01-2023,Refunded,3604.11,Store_Drop
RET-024951,OR-013715,PRD-00003,Product no longer wanted,15-01-2023,Refunded,11950.6,Store_Drop
RET-024952,OR-011004,PRD-00001,Damaged item,20-01-2023,Pending,0,Pickup
RET-024953,OR-057431,PRD-00001,Incorrect item shipped,08-01-2023,Rejected,0,Store_Drop
RET-024954,OR-099088,PRD-00003,Received wrong quantity,09-01-2023,Approved,7566.75,Store_Drop
RET-024955,OR-028061,PRD-00244,Delayed delivery,16-01-2023,Refunded,1050.67,Store_Drop
RET-024956,OR-046316,PRD-00089,Poor customer service,09-01-2023,Approved,12199.92,Store_Drop
RET-024957,OR-035547,PRD-00019,Item not as described,14-01-2023,Approved,6451.45,Pickup
RET-024958,OR-041409,PRD-00005,No longer needed,11-01-2023,Approved,695.16,Courier
RET-024959,OR-094507,PRD-00033,Delayed delivery,20-01-2023,Rejected,0,Pickup
RET-024960,OR-048543,PRD-00382,Damaged item,10-01-2023,Pending,0,Pickup
RET-024961,OR-107317,PRD-00001,Better price found elsewhere,20-01-2023,Approved,11805.12,Courier
RET-024962,OR-086548,PRD-00018,Received wrong quantity,05-01-2023,Pending,0,Courier
RET-024963,OR-006503,PRD-00005,Changed mind,10-01-2023,Refunded,9707.79,Pickup
RET-024964,OR-020371,PRD-00102,Incorrect item shipped,16-01-2023,Approved,2711.27,Courier
RET-024965,OR-089903,PRD-00005,Item not as described,21-01-2023,Approved,3263.55,Courier
RET-024966,OR-027126,PRD-00004,Item not as described,15-01-2023,Approved,7990.72,Pickup
RET-024967,OR-082583,PRD-00210,Received wrong quantity,09-01-2023,Refunded,466.55,Pickup
RET-024968,OR-012848,PRD-00008,Damaged item,21-01-2023,Approved,2782.92,Store_Drop
RET-024969,OR-108610,PRD-00003,Product no longer wanted,06-01-2023,Approved,9743.82,Courier
RET-024970,OR-071269,PRD-00443,No longer needed,13-01-2023,Approved,82.53,Courier
RET-024971,OR-124188,PRD-00001,Changed mind,11-01-2023,Pending,0,Store_Drop
RET-024972,OR-056441,PRD-00278,Changed mind,17-01-2023,Refunded,1784.87,Pickup
RET-024973,OR-033110,PRD-00127,Item not as described,12-01-2023,Refunded,424.09,Courier
RET-024974,OR-079718,PRD-00089,Damaged item,05-01-2023,Pending,0,Courier
RET-024975,OR-054719,PRD-00016,Changed mind,09-01-2023,Refunded,11363.97,Store_Drop
RET-024976,OR-116480,PRD-00015,Better price found elsewhere,21-01-2023,Refunded,2904.98,Courier
RET-024977,OR-077020,PRD-00021,Product no longer wanted,14-01-2023,Refunded,8518.02,Courier
RET-024978,OR-013926,PRD-00004,No longer needed,09-01-2023,Rejected,0,Store_Drop
RET-024979,OR-036662,PRD-00004,Item not as described,15-01-2023,Approved,7772.13,Courier
RET-024980,OR-101718,PRD-00038,Received wrong quantity,14-01-2023,Approved,7953.72,Courier
RET-024981,OR-084869,PRD-00005,Poor customer service,10-01-2023,Refunded,11668.3,Pickup
RET-024982,OR-104158,PRD-00005,Damaged item,04-01-2023,Approved,5623.24,Pickup
RET-024983,OR-059878,PRD-00001,Damaged item,15-01-2023,Approved,4642.4,Pickup
RET-024984,OR-031782,PRD-00001,Item not as described,17-01-2023,Refunded,2577.23,Store_Drop
RET-024985,OR-116804,PRD-00135,Product no longer wanted,08-01-2023,Approved,4961.35,Courier
RET-024986,OR-084914,PRD-00027,Damaged item,06-01-2023,Refunded,6036.38,Store_Drop
RET-024987,OR-121438,PRD-00009,Poor customer service,13-01-2023,Refunded,5216.88,Pickup
RET-024988,OR-107583,PRD-00119,Better price found elsewhere,21-01-2023,Pending,0,Courier
RET-024989,OR-103490,PRD-00009,Better price found elsewhere,06-01-2023,Refunded,2902.09,Store_Drop
RET-024990,OR-056495,PRD-00173,Changed mind,12-01-2023,Approved,2125.8,Store_Drop
RET-024991,OR-107096,PRD-00003,Damaged item,07-01-2023,Approved,2794.49,Courier
RET-024992,OR-112405,PRD-00004,Poor customer service,09-01-2023,Approved,9587.25,Courier
RET-024993,OR-116541,PRD-00090,Delayed delivery,05-01-2023,Pending,0,Store_Drop
RET-024994,OR-048463,PRD-00002,Changed mind,20-01-2023,Refunded,8593.88,Store_Drop
RET-024995,OR-103357,PRD-00009,Better price found elsewhere,08-01-2023,Approved,7853.78,Courier
RET-024996,OR-104334,PRD-00007,Damaged item,11-01-2023,Pending,0,Courier
RET-024997,OR-083190,PRD-00084,Changed mind,11-01-2023,Refunded,7622.66,Store_Drop
RET-024998,OR-007346,PRD-00001,Damaged item,09-01-2023,Refunded,8232.4,Courier
RET-024999,OR-026590,PRD-00472,Poor customer service,17-01-2023,Rejected,0,Courier
RET-025000,OR-103462,PRD-00005,Item not as described,16-01-2023,Rejected,0,Pickup
RET-025001,OR-083163,PRD-00080,Better price found elsewhere,07-01-2023,Approved,9703.38,Store_Drop
RET-025002,OR-047747,PRD-00002,Poor customer service,13-01-2023,Refunded,8509.7,Courier
RET-025003,OR-070231,PRD-00008,Product no longer wanted,08-01-2023,Refunded,9068.57,Pickup
RET-025004,OR-113123,PRD-00003,Changed mind,09-01-2023,Approved,4197.86,Store_Drop
RET-025005,OR-000855,PRD-00087,Changed mind,13-01-2023,Approved,5561.92,Store_Drop
RET-025006,OR-104972,PRD-00008,Item not as described,15-01-2023,Refunded,3103.87,Courier
RET-025007,OR-074324,PRD-00065,Product no longer wanted,05-01-2023,Pending,0,Courier
RET-025008,OR-013310,PRD-00059,No longer needed,17-01-2023,Refunded,8655.09,Store_Drop
RET-025009,OR-035456,PRD-00001,Product no longer wanted,17-01-2023,Approved,1931.89,Courier
RET-025010,OR-036165,PRD-00012,Poor customer service,12-01-2023,Approved,3944.55,Courier
RET-025011,OR-063791,PRD-00004,Poor customer service,13-01-2023,Refunded,10608.91,Store_Drop
RET-025012,OR-049531,PRD-00138,Poor customer service,17-01-2023,Approved,2448.39,Store_Drop
RET-025013,OR-106298,PRD-00188,Item not as described,06-01-2023,Pending,0,Courier
RET-025014,OR-063856,PRD-00008,Incorrect item shipped,20-01-2023,Refunded,1120.49,Courier
RET-025015,OR-055790,PRD-00312,No longer needed,11-01-2023,Refunded,1380.35,Courier
RET-025016,OR-092691,PRD-00009,Product no longer wanted,06-01-2023,Approved,10685.92,Pickup
RET-025017,OR-123810,PRD-00001,Poor customer service,05-01-2023,Approved,8752.15,Store_Drop
RET-025018,OR-027484,PRD-00004,Damaged item,17-01-2023,Rejected,0,Store_Drop
RET-025019,OR-092119,PRD-00053,Product no longer wanted,13-01-2023,Approved,8812.12,Courier
RET-025020,OR-053019,PRD-00008,No longer needed,16-01-2023,Refunded,5504.65,Store_Drop
RET-025021,OR-013261,PRD-00056,Delayed delivery,21-01-2023,Pending,0,Courier
RET-025022,OR-089347,PRD-00219,Poor customer service,14-01-2023,Refunded,1068.78,Courier
RET-025023,OR-076084,PRD-00017,Delayed delivery,20-01-2023,Refunded,4301.34,Pickup
RET-025024,OR-020911,PRD-00463,Received wrong quantity,17-01-2023,Rejected,0,Courier
RET-025025,OR-076652,PRD-00009,Product no longer wanted,04-01-2023,Pending,0,Courier
RET-025026,OR-023972,PRD-00006,Changed mind,13-01-2023,Approved,6886.26,Courier
RET-025027,OR-084089,PRD-00041,Product no longer wanted,19-01-2023,Rejected,0,Courier
RET-025028,OR-075563,PRD-00016,No longer needed,04-01-2023,Pending,0,Courier
RET-025029,OR-089985,PRD-00004,Received wrong quantity,17-01-2023,Approved,10152.22,Pickup
RET-025030,OR-055422,PRD-00001,Changed mind,07-01-2023,Approved,8133.15,Courier
RET-025031,OR-116293,PRD-00001,Incorrect item shipped,10-01-2023,Approved,10891.83,Courier
RET-025032,OR-074212,PRD-00001,Item not as described,10-01-2023,Pending,0,Pickup
RET-025033,OR-023249,PRD-00140,Item not as described,15-01-2023,Approved,3479.29,Courier
RET-025034,OR-087504,PRD-00003,Damaged item,19-01-2023,Rejected,0,Pickup
RET-025035,OR-057571,PRD-00110,Product no longer wanted,19-01-2023,Pending,0,Pickup
RET-025036,OR-085698,PRD-00016,Better price found elsewhere,19-01-2023,Rejected,0,Courier
RET-025037,OR-041964,PRD-00002,Item not as described,19-01-2023,Approved,9024.18,Store_Drop
RET-025038,OR-025689,PRD-00019,Product no longer wanted,04-01-2023,Approved,1050.33,Courier
RET-025039,OR-051287,PRD-00007,Better price found elsewhere,16-01-2023,Refunded,10787.74,Courier
RET-025040,OR-042984,PRD-00001,Better price found elsewhere,18-01-2023,Approved,8401.89,Courier
RET-025041,OR-122040,PRD-00001,No longer needed,13-01-2023,Pending,0,Courier
RET-025042,OR-063350,PRD-00006,Item not as described,12-01-2023,Rejected,0,Courier
RET-025043,OR-003998,PRD-00104,Poor customer service,17-01-2023,Rejected,0,Courier
RET-025044,OR-059707,PRD-00001,Poor customer service,09-01-2023,Refunded,10070.6,Store_Drop
RET-025045,OR-020367,PRD-00136,Product no longer wanted,14-01-2023,Approved,3882.58,Courier
RET-025046,OR-030283,PRD-00061,Product no longer wanted,15-01-2023,Refunded,8320.77,Courier
RET-025047,OR-124448,PRD-00036,Incorrect item shipped,20-01-2023,Approved,7949.72,Store_Drop
RET-025048,OR-104513,PRD-00024,Product no longer wanted,20-01-2023,Refunded,2804.51,Store_Drop
RET-025049,OR-103449,PRD-00114,Changed mind,11-01-2023,Approved,4456.09,Courier
RET-025050,OR-036437,PRD-00020,Better price found elsewhere,08-01-2023,Approved,11299.56,Store_Drop
RET-025051,OR-056335,PRD-00017,Poor customer service,05-01-2023,Rejected,0,Courier
RET-025052,OR-104634,PRD-00058,Poor customer service,07-01-2023,Refunded,1209.68,Courier
RET-025053,OR-071452,PRD-00020,Changed mind,17-01-2023,Pending,0,Pickup
RET-025054,OR-003932,PRD-00113,Changed mind,13-01-2023,Refunded,1198.19,Courier
RET-025055,OR-117991,PRD-00067,Poor customer service,08-01-2023,Approved,10303.18,Pickup
RET-025056,OR-017362,PRD-00259,Better price found elsewhere,11-01-2023,Refunded,3777.5,Pickup
RET-025057,OR-109679,PRD-00029,Delayed delivery,12-01-2023,Approved,580.63,Pickup
RET-025058,OR-057141,PRD-00111,Item not as described,15-01-2023,Approved,4790.74,Pickup
RET-025059,OR-032673,PRD-00041,Received wrong quantity,05-01-2023,Approved,3527.62,Courier
RET-025060,OR-089392,PRD-00004,No longer needed,05-01-2023,Pending,0,Store_Drop
RET-025061,OR-071125,PRD-00010,Incorrect item shipped,05-01-2023,Approved,2505.31,Store_Drop
RET-025062,OR-120071,PRD-00101,Product no longer wanted,05-01-2023,Pending,0,Store_Drop
RET-025063,OR-008809,PRD-00030,No longer needed,11-01-2023,Refunded,8084.41,Store_Drop
RET-025064,OR-003538,PRD-00019,Received wrong quantity,15-01-2023,Approved,912.96,Courier
RET-025065,OR-024533,PRD-00003,Better price found elsewhere,16-01-2023,Rejected,0,Courier
RET-025066,OR-003031,PRD-00004,Incorrect item shipped,04-01-2023,Rejected,0,Pickup
